PULocationID,mae
201,46.13181546529134
200,42.04792785644531
54,32.325038782755534
18,32.144833660125734
3,30.923467042711042
139,30.471395492553704
185,28.771613396538626
67,25.728755728403726
218,23.082056545681425
203,22.148432413736977
86,22.02624620225695
165,21.539398352305092
98,20.914792887369792
150,20.870937601725267
102,20.413355255126955
