PULocationID,mae
206,41.2165896356539
199,35.122570076388385
176,34.990698310393824
46,30.063152240155215
2,29.876267472838414
109,27.89134818492152
23,27.235334712193747
184,26.81321174439595
31,24.77506638528087
1,23.967513469107534
214,23.896015922338556
201,23.329470353476353
175,22.40540857485879
3,21.741669178562464
139,20.827365773069722
